id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
52900,France,Research Scientist,Generative AI,Mid,5,93234,5991,PhD,Finance,Medium,2,2024,Onsite,54.0,3.44,14,78.71389361587919,0.176,78,0.22,53.22,6,80.86,29.2,19,97,14,65,47,52,14,38,0.75,65
52901,Canada,Software Engineer AI,LLM,Senior,6,107873,5714,Diploma,Automotive,Startup,7,2024,Remote,37.9,4.0,22,39.73686921835677,0.09,70,4.32,60.3,8,61.28,15.3,25,81,63,73,53,68,51,78,1.78,76
52902,Brazil,AI Engineer,Reinforcement Learning,Entry,0,28651,4002,Master,Tech,Enterprise,2,2023,Onsite,48.0,4.58,18,39.78788132369734,0.369,64,3.82,84.08,7,61.36,37.4,23,47,44,68,64,68,12,15,1.42,63
52903,Netherlands,Computer Vision Engineer,Analytics,Mid,2,63164,11907,Bachelor,Energy,Small,4,2021,Remote,37.1,3.81,17,83.59981178937531,0.12,79,2.82,60.14,4,81.53,37.2,14,52,92,78,46,88,28,57,1.21,70
52904,UAE,Data Analyst,MLOps,Mid,4,65590,10959,Master,Tech,Large,7,2025,Hybrid,44.5,3.35,35,55.631100152648706,0.111,70,3.21,86.53,12,91.29,23.2,26,68,98,84,40,69,24,1,1.14,73
52905,Germany,Data Scientist,Analytics,Senior,9,87604,13258,Diploma,Automotive,Enterprise,7,2026,Hybrid,45.9,3.46,22,33.40761581130922,0.087,63,7.28,60.43,14,64.0,18.4,16,4,99,76,60,78,44,77,1.93,79
52906,UK,Research Scientist,Forecasting,Mid,3,83012,13743,Bachelor,Retail,Small,6,2020,Onsite,40.5,3.78,25,55.77112618853214,0.278,58,6.33,64.98,10,79.34,36.1,12,23,64,78,47,78,17,33,1.55,79
52907,Canada,AI Engineer,Reinforcement Learning,Mid,5,103330,21419,Diploma,Consulting,Medium,6,2022,Hybrid,39.7,4.43,27,24.434491111996902,0.13,42,1.78,46.97,10,69.71,26.3,24,93,7,83,29,82,45,95,2.13,84
52908,Netherlands,Data Analyst,Generative AI,Mid,5,59710,6407,PhD,Healthcare,Large,5,2024,Onsite,53.4,4.55,24,80.57405955689086,0.158,43,3.88,85.54,8,68.52,38.1,30,37,43,79,30,57,12,1,1.95,64
52909,Japan,Computer Vision Engineer,MLOps,Senior,10,111177,19888,Diploma,Education,Enterprise,7,2026,Onsite,54.7,4.58,13,30.963085007027175,0.004,61,8.25,87.82,3,90.81,31.6,14,23,30,95,58,57,69,17,0.83,67
52910,UAE,Software Engineer AI,NLP,Mid,5,93107,6356,Bachelor,Tech,Large,7,2024,Remote,53.7,4.05,17,47.93494330966376,0.237,63,6.35,81.67,5,60.44,32.2,10,50,9,78,57,61,34,62,1.88,67
52911,Germany,Machine Learning Engineer,Analytics,Mid,5,94257,13676,Bootcamp,Consulting,Medium,6,2022,Onsite,51.1,4.25,15,41.554771920613206,0.203,73,8.96,87.06,9,56.39,14.0,11,41,98,78,63,55,38,30,2.12,65
52912,UAE,Software Engineer AI,Forecasting,Mid,3,82622,16312,Bachelor,Tech,Medium,5,2020,Remote,50.3,4.13,32,52.90228593911807,0.195,59,2.89,72.83,13,56.7,34.8,19,14,51,76,44,66,45,10,1.84,66
52913,USA,AI Engineer,MLOps,Lead,16,214379,15690,Master,Telecom,Startup,7,2025,Hybrid,42.8,4.23,20,72.84066665852332,0.035,68,8.68,63.59,10,90.32,25.2,11,63,37,69,64,66,80,60,1.07,81
52914,Brazil,Research Scientist,Computer Vision,Senior,7,57347,6111,Diploma,Retail,Enterprise,6,2025,Onsite,52.6,4.49,19,64.80512049243691,0.086,73,0.48,81.91,7,60.88,16.2,25,83,21,86,44,65,12,78,1.47,74
52915,India,Research Scientist,Analytics,Senior,8,44039,5239,Bootcamp,Telecom,Medium,2,2021,Remote,53.7,4.35,16,64.47632819235767,0.091,69,5.68,47.86,5,65.12,16.3,13,16,35,83,54,51,41,50,2.48,72
52916,UK,AI Engineer,Generative AI,Mid,4,73946,12093,Bachelor,Energy,Large,5,2021,Remote,38.4,4.76,23,64.42160599251291,0.166,53,2.4,55.4,12,80.89,41.8,29,39,32,77,39,92,55,54,2.41,74
52917,UAE,AI Engineer,Generative AI,Lead,16,164670,13127,Master,Retail,Enterprise,5,2020,Hybrid,45.1,4.09,4,41.68828432645809,0.035,51,6.51,92.47,10,69.06,30.9,23,23,17,97,49,71,30,77,1.97,89
52918,UAE,Data Scientist,LLM,Senior,11,124383,14550,Bachelor,Tech,Small,3,2023,Onsite,39.3,4.32,15,72.6700090579569,0.055,92,1.84,69.23,7,70.22,22.3,15,40,56,89,56,80,47,79,1.87,84
52919,UK,NLP Engineer,Forecasting,Lead,17,136954,7256,PhD,Energy,Small,3,2020,Onsite,47.4,4.43,4,77.54140035183772,0.008,75,0.61,96.07,14,81.13,18.0,18,13,74,88,59,67,29,29,1.96,75
52920,Brazil,Data Scientist,LLM,Entry,1,30856,2347,Bootcamp,Consulting,Startup,4,2024,Onsite,39.2,3.76,13,37.78491780787783,0.311,63,6.96,76.62,14,74.09,27.4,15,15,82,59,51,66,65,18,1.46,66
52921,India,Data Scientist,Computer Vision,Senior,9,44817,6149,Bachelor,Gaming,Enterprise,5,2020,Remote,53.0,3.68,27,49.82414410761521,0.112,76,7.22,70.45,8,61.36,39.6,12,73,25,85,57,61,31,4,1.81,70
52922,Brazil,Machine Learning Engineer,Computer Vision,Mid,3,36847,5073,PhD,Automotive,Small,5,2024,Remote,42.1,3.31,16,52.50818648150349,0.142,92,7.21,91.24,7,84.8,34.2,11,97,94,79,77,84,46,10,0.64,65
52923,Canada,AI Engineer,Reinforcement Learning,Entry,0,65623,5331,Bachelor,Tech,Medium,4,2024,Remote,39.6,4.53,30,26.752820376049332,0.357,57,6.3,73.35,9,55.36,32.5,16,92,36,60,56,75,18,23,1.1,71
52924,Singapore,Data Scientist,Reinforcement Learning,Senior,11,132137,10938,Diploma,Finance,Small,2,2024,Remote,38.0,3.54,17,76.05012728508103,0.0,42,3.93,82.48,10,82.77,37.7,14,12,63,90,26,84,39,37,0.75,80
52925,UAE,AI Engineer,Reinforcement Learning,Entry,0,51050,8466,Bachelor,Telecom,Enterprise,2,2022,Onsite,40.2,3.32,7,18.777888576652288,0.385,87,1.17,78.65,11,76.6,12.5,21,88,23,65,58,85,22,11,1.42,68
52926,France,Data Analyst,Reinforcement Learning,Lead,16,99793,18998,Bootcamp,Healthcare,Startup,5,2023,Hybrid,40.6,3.97,21,30.17214277407695,0.108,82,2.67,90.77,4,67.89,25.7,21,1,71,75,57,59,67,92,1.88,75
52927,Australia,NLP Engineer,MLOps,Senior,10,130096,21799,PhD,Energy,Medium,5,2021,Remote,39.2,4.19,26,30.465196681209306,0.065,75,4.7,72.74,14,73.79,19.6,28,41,70,83,45,78,53,96,0.55,88
52928,UAE,Software Engineer AI,Computer Vision,Mid,5,88440,8933,Master,Retail,Enterprise,2,2023,Onsite,52.6,4.01,6,70.63975252094144,0.097,99,5.93,50.42,8,92.56,13.4,15,97,41,79,66,58,33,30,1.82,69
52929,Japan,Data Analyst,Reinforcement Learning,Lead,14,87988,6537,Master,Retail,Large,4,2022,Remote,36.1,3.97,19,52.468855799312145,0.132,83,1.25,83.14,9,61.81,17.4,27,56,21,85,57,89,50,46,2.08,74
52930,Canada,Research Scientist,MLOps,Entry,1,89149,8874,Bootcamp,Energy,Large,5,2021,Remote,45.6,3.71,1,20.23151620789548,0.337,95,4.85,84.22,8,92.87,30.6,21,22,63,62,65,65,34,54,1.31,71
52931,Japan,Machine Learning Engineer,Forecasting,Mid,5,100756,21874,Bootcamp,Tech,Enterprise,6,2023,Remote,37.6,4.19,15,75.43792012608303,0.257,71,7.11,89.22,5,69.69,19.3,28,97,38,69,63,89,26,88,0.86,82
52932,Canada,Research Scientist,Generative AI,Senior,10,142931,26756,Diploma,Energy,Medium,3,2025,Onsite,38.5,4.61,17,70.98083192862384,0.047,42,2.8,71.35,13,84.62,23.0,13,81,14,82,32,83,29,12,1.77,76
52933,UAE,Data Scientist,Computer Vision,Senior,9,100419,19856,Bootcamp,Consulting,Startup,4,2024,Remote,47.7,4.61,20,43.27954811158962,0.046,88,6.84,64.58,6,68.75,25.2,29,51,3,70,79,64,45,46,1.82,74
52934,UAE,Data Analyst,Generative AI,Entry,1,41640,3937,Bachelor,Retail,Enterprise,2,2023,Onsite,44.7,4.54,19,33.28401006603461,0.382,92,3.18,46.95,9,94.9,21.9,15,93,51,62,70,80,12,6,1.75,65
52935,France,Data Analyst,Forecasting,Senior,9,83944,14211,Bachelor,Telecom,Medium,7,2020,Onsite,50.9,4.04,5,76.54315767102695,0.102,87,1.83,68.21,11,59.31,35.8,19,51,31,93,64,55,35,65,1.41,81
52936,Netherlands,Computer Vision Engineer,Reinforcement Learning,Lead,13,144410,29684,PhD,Education,Medium,7,2021,Hybrid,51.0,4.18,21,44.722591785322585,0.186,68,7.73,93.43,14,66.43,20.8,11,34,73,73,52,57,20,50,1.5,68
52937,USA,AI Engineer,Analytics,Entry,0,88033,14591,Bootcamp,Energy,Medium,7,2023,Onsite,51.7,4.2,23,27.211134379287206,0.357,74,8.06,78.28,11,81.46,27.9,12,15,25,56,77,51,34,42,2.27,65
52938,USA,Data Scientist,Forecasting,Mid,2,86021,12537,Bootcamp,Consulting,Small,7,2024,Remote,41.8,3.95,22,50.49242462981852,0.156,98,6.77,98.73,4,61.76,33.0,13,60,42,78,76,75,33,93,1.08,75
52939,France,Data Analyst,LLM,Entry,0,45614,8781,Master,Finance,Large,5,2024,Onsite,50.4,3.63,27,38.811556945319964,0.368,64,7.54,79.92,9,83.38,35.0,19,97,41,65,55,67,47,22,1.96,67
52940,Australia,Research Scientist,LLM,Senior,11,126722,11644,Bootcamp,Energy,Startup,4,2020,Onsite,52.1,3.35,11,53.45842266209965,0.054,69,7.23,48.77,6,77.2,31.8,18,19,68,87,65,50,57,82,1.17,69
52941,USA,Research Scientist,Reinforcement Learning,Entry,0,91013,10415,Bachelor,Education,Medium,2,2024,Remote,49.5,4.28,18,46.72401097489517,0.493,70,4.45,94.51,11,94.26,36.7,21,64,45,60,53,64,48,93,2.09,65
52942,UAE,AI Engineer,Forecasting,Senior,10,119511,16739,Bachelor,Healthcare,Large,6,2026,Remote,40.6,4.23,15,72.15213921161823,0.072,83,2.41,86.36,5,74.08,24.7,24,75,46,88,50,82,49,59,2.22,77
52943,UAE,Data Scientist,Analytics,Senior,11,109163,10053,Master,Education,Large,2,2021,Hybrid,50.2,3.33,16,55.150269536446324,0.104,64,9.38,45.13,13,61.3,18.0,19,73,77,80,65,67,23,1,0.77,83
52944,Japan,Research Scientist,Generative AI,Senior,11,133900,25117,Bachelor,Retail,Enterprise,3,2024,Hybrid,53.8,3.93,21,20.889093092347395,0.116,59,2.36,74.53,11,77.23,30.2,16,25,15,78,45,67,36,97,2.06,82
52945,UAE,Data Scientist,Generative AI,Mid,5,71606,3721,Bootcamp,Energy,Small,4,2020,Hybrid,46.8,4.44,12,71.8743490584581,0.145,52,7.0,71.65,6,67.57,31.8,27,51,41,92,66,56,64,14,1.65,77
52946,Netherlands,Data Scientist,Generative AI,Lead,16,149869,9315,Diploma,Gaming,Startup,6,2024,Remote,41.6,3.46,9,19.99207999208695,0.184,75,3.64,98.33,14,80.92,42.0,16,45,10,66,65,68,63,80,0.57,80
52947,Japan,Research Scientist,NLP,Entry,0,60758,7610,Diploma,Healthcare,Enterprise,7,2020,Remote,49.5,3.39,17,30.689258385720912,0.331,59,2.76,93.94,6,82.94,17.7,30,4,4,69,43,53,27,31,1.14,65
52948,USA,AI Engineer,Reinforcement Learning,Senior,9,130114,16249,Bootcamp,Education,Medium,6,2026,Hybrid,43.9,3.97,14,47.805337368786155,0.188,100,8.27,75.6,9,65.3,39.3,28,16,36,79,96,78,73,38,1.34,79
52949,Netherlands,Computer Vision Engineer,Computer Vision,Senior,9,97165,7971,PhD,Gaming,Small,4,2022,Remote,48.8,4.63,15,37.34206085016211,0.075,51,9.32,71.24,7,87.22,18.7,19,29,62,88,48,59,32,22,0.68,70
52950,Japan,NLP Engineer,Reinforcement Learning,Senior,8,109644,11841,Bootcamp,Healthcare,Small,3,2024,Remote,48.3,3.48,28,20.33405916637254,0.096,47,6.43,96.78,7,64.19,36.9,21,84,78,85,45,70,20,19,2.41,74
52951,Singapore,Machine Learning Engineer,Analytics,Lead,13,192776,29993,PhD,Consulting,Medium,6,2026,Remote,48.1,4.69,6,32.24544415266135,0.0,51,4.64,57.91,5,59.95,14.2,28,49,11,88,34,64,49,25,2.46,77
52952,Singapore,Computer Vision Engineer,NLP,Mid,4,115492,22075,Bachelor,Energy,Small,7,2025,Remote,50.7,3.9,22,42.50563255996093,0.206,59,1.79,92.19,5,67.77,39.6,27,8,96,80,44,72,43,100,1.36,69
52953,Canada,NLP Engineer,Analytics,Mid,2,75001,14327,Bootcamp,Finance,Small,5,2024,Hybrid,44.9,3.5,13,53.39044044174743,0.194,60,4.72,82.06,9,81.37,33.1,23,8,96,85,46,76,65,92,2.44,76
52954,Netherlands,Data Scientist,MLOps,Mid,3,70706,14642,Bachelor,Consulting,Medium,3,2026,Remote,41.2,4.02,26,36.1204064377854,0.192,92,6.1,70.33,8,88.17,29.5,10,20,47,81,76,81,14,65,0.96,79
52955,Canada,Machine Learning Engineer,Reinforcement Learning,Senior,11,134314,12457,PhD,Consulting,Small,2,2023,Onsite,51.5,4.06,15,47.085943232727004,0.099,57,5.63,87.88,12,78.98,12.8,26,13,81,85,51,53,28,34,0.69,79
52956,Japan,Data Analyst,LLM,Senior,11,71867,3887,PhD,Tech,Enterprise,6,2023,Hybrid,54.5,4.34,17,40.35130478791318,0.081,53,8.68,46.42,3,57.84,41.7,27,9,2,89,52,51,54,54,2.33,67
52957,Australia,Research Scientist,MLOps,Entry,1,84673,15133,Master,Finance,Startup,2,2020,Onsite,45.7,4.58,4,43.20120044372372,0.344,89,7.9,71.18,11,84.93,14.7,14,6,61,60,72,69,49,78,2.0,63
52958,Australia,AI Engineer,NLP,Senior,8,113364,17713,PhD,Finance,Startup,2,2026,Remote,36.3,4.0,15,55.16097447719635,0.107,60,6.98,63.11,11,88.32,39.1,21,40,6,70,51,87,48,10,1.43,83
52959,Brazil,Software Engineer AI,Computer Vision,Mid,5,45092,9323,Bootcamp,Retail,Medium,5,2020,Onsite,52.7,4.64,14,33.025050190764105,0.144,98,3.97,79.85,6,78.22,32.4,11,10,49,74,72,63,45,82,1.65,70
52960,Canada,Research Scientist,Analytics,Senior,6,128437,17737,Bootcamp,Automotive,Large,2,2023,Hybrid,51.8,3.57,20,31.211178938307505,0.062,39,4.32,54.87,8,73.14,31.1,21,1,45,90,41,56,24,19,0.62,65
52961,France,Research Scientist,Forecasting,Senior,10,150838,15049,PhD,Tech,Small,6,2022,Remote,44.5,3.61,26,74.15910415436817,0.103,69,7.68,58.7,7,91.45,13.4,11,94,48,85,55,71,56,19,1.38,79
52962,Canada,Computer Vision Engineer,LLM,Entry,0,65920,11672,PhD,Automotive,Enterprise,4,2020,Remote,45.5,3.24,12,45.20851080267798,0.441,77,5.31,52.62,12,72.51,29.7,17,4,36,59,60,75,12,19,1.85,71
52963,Japan,Data Scientist,Generative AI,Lead,16,140598,22420,Bachelor,Finance,Small,6,2025,Hybrid,45.6,3.27,8,41.5214434249417,0.158,78,4.96,74.61,9,87.39,41.2,21,62,36,76,68,72,29,80,0.82,83
52964,USA,NLP Engineer,Reinforcement Learning,Lead,17,183804,20617,PhD,Healthcare,Startup,3,2023,Remote,49.6,4.25,22,41.14149181292968,0.119,81,7.37,50.85,9,58.68,14.0,20,48,12,73,80,54,81,79,2.5,72
52965,India,Computer Vision Engineer,Forecasting,Lead,14,68664,10180,Master,Education,Small,7,2020,Onsite,37.9,4.39,23,38.90456793753165,0.054,63,1.44,51.99,14,77.39,37.2,28,11,89,81,38,79,45,96,0.55,78
52966,India,NLP Engineer,Reinforcement Learning,Entry,1,33287,3906,Bachelor,Consulting,Medium,7,2020,Onsite,46.3,4.78,22,64.9001405539787,0.32,68,3.46,70.3,14,58.21,25.8,17,43,79,66,57,60,36,87,1.58,56
52967,France,Data Scientist,Forecasting,Senior,8,108771,7619,Diploma,Finance,Large,7,2024,Remote,51.8,3.67,18,37.1335156019444,0.148,76,7.46,94.2,8,69.42,35.3,28,49,40,77,66,44,45,5,1.74,66
52968,India,AI Engineer,Computer Vision,Mid,3,31998,6412,Master,Healthcare,Enterprise,7,2025,Onsite,45.4,3.99,12,88.47424204727422,0.242,100,7.14,68.54,6,76.36,35.4,10,58,23,66,75,71,31,100,2.26,68
52969,Brazil,Machine Learning Engineer,Reinforcement Learning,Lead,18,102801,14653,PhD,Retail,Large,7,2025,Remote,41.1,4.61,12,60.98225785229323,0.112,67,4.83,82.84,12,94.54,36.7,11,54,92,78,60,84,34,24,1.98,90
52970,Japan,Software Engineer AI,Reinforcement Learning,Entry,0,54677,4771,Master,Energy,Medium,7,2020,Hybrid,38.5,3.32,10,58.14070590991009,0.387,67,5.69,98.31,6,60.65,37.5,16,34,32,65,69,87,27,68,1.91,71
52971,USA,Computer Vision Engineer,Computer Vision,Lead,15,170080,31193,Diploma,Telecom,Enterprise,6,2023,Onsite,43.6,3.32,6,5.857922670298244,0.164,57,5.57,75.0,6,79.41,35.8,10,26,68,71,53,73,32,97,1.38,82
52972,Germany,Data Scientist,Generative AI,Lead,17,133932,21382,Bootcamp,Energy,Medium,6,2021,Hybrid,54.4,4.73,24,88.21883862992371,0.049,89,7.38,45.44,11,63.49,40.0,17,21,98,89,76,65,88,30,1.86,77
52973,UAE,Research Scientist,NLP,Mid,4,71563,8693,Master,Retail,Medium,4,2026,Hybrid,54.0,3.76,12,68.82287276115292,0.227,54,3.7,78.95,5,87.24,23.7,20,40,68,76,53,55,37,99,1.84,71
52974,Australia,NLP Engineer,Analytics,Lead,16,190868,31929,Bootcamp,Automotive,Small,5,2023,Onsite,40.5,4.76,7,61.45409069438034,0.139,79,2.94,77.31,10,83.58,41.0,15,6,20,73,56,76,82,73,1.71,85
52975,Germany,Machine Learning Engineer,Analytics,Entry,0,59693,7955,Master,Telecom,Small,6,2026,Hybrid,54.7,4.67,19,57.08961536733927,0.531,86,5.67,99.38,12,88.68,38.8,14,13,13,48,72,48,36,85,1.72,49
52976,France,NLP Engineer,Reinforcement Learning,Entry,0,59017,7125,PhD,Gaming,Medium,2,2026,Remote,47.7,4.72,3,54.16074077719035,0.395,75,3.47,71.9,5,61.74,32.3,14,43,92,67,51,73,12,59,0.84,68
52977,Canada,AI Engineer,MLOps,Lead,16,164486,14188,Master,Healthcare,Medium,3,2023,Hybrid,42.3,3.32,5,23.16470776565739,0.114,83,3.4,79.8,8,66.47,31.1,21,65,81,73,60,65,46,32,1.51,80
52978,Germany,Data Analyst,Reinforcement Learning,Entry,1,39614,8058,Bachelor,Gaming,Large,4,2026,Hybrid,52.9,4.77,13,82.15511969911694,0.379,67,0.88,92.83,7,70.72,30.2,22,12,14,72,48,55,12,15,2.49,59
52979,USA,Computer Vision Engineer,Analytics,Mid,4,125738,8565,Bachelor,Consulting,Medium,2,2022,Onsite,36.5,4.75,9,45.20072989900709,0.141,83,3.8,78.28,7,91.81,36.4,29,48,75,86,58,85,53,37,1.53,83
52980,Australia,Data Analyst,MLOps,Lead,16,109819,11021,PhD,Telecom,Large,2,2026,Onsite,50.2,3.9,20,59.67634549969993,0.036,74,6.49,70.84,5,58.72,35.6,18,25,44,75,58,63,53,85,1.95,78
52981,Singapore,Research Scientist,Computer Vision,Entry,1,95130,7428,Bootcamp,Consulting,Medium,7,2024,Onsite,42.9,4.52,22,57.86533816909504,0.32,57,8.79,91.22,8,73.74,24.5,28,96,99,64,67,71,51,1,1.46,65
52982,Canada,Machine Learning Engineer,Reinforcement Learning,Senior,7,122805,16606,Bachelor,Tech,Medium,2,2021,Remote,47.2,4.07,22,57.293747937571496,0.056,47,3.21,67.01,10,78.09,36.9,25,18,90,85,35,66,34,89,1.79,86
52983,Netherlands,Data Scientist,Generative AI,Senior,10,130814,14026,Bootcamp,Finance,Enterprise,3,2021,Remote,52.1,3.71,12,83.45542698040576,0.018,85,6.87,49.34,3,91.72,28.0,18,82,26,87,72,66,33,10,1.81,78
52984,Canada,Machine Learning Engineer,Reinforcement Learning,Entry,1,77650,6218,Diploma,Gaming,Startup,4,2022,Hybrid,49.6,3.91,26,59.4615408595666,0.414,72,4.16,95.29,4,60.26,22.5,29,10,11,51,55,52,32,7,1.75,67
52985,Germany,Software Engineer AI,Forecasting,Lead,18,165150,25496,Master,Finance,Startup,4,2023,Remote,51.5,4.47,30,90.35083915803659,0.058,76,8.89,77.46,6,68.75,32.3,21,63,41,83,68,49,62,31,1.58,77
52986,Canada,Software Engineer AI,Analytics,Lead,15,162857,9966,PhD,Consulting,Startup,6,2023,Onsite,36.6,4.36,14,73.07784173680162,0.11,79,4.95,68.93,11,73.76,31.2,28,100,29,80,59,72,84,47,1.04,75
52987,UK,Software Engineer AI,Analytics,Entry,1,73857,11650,Bachelor,Gaming,Enterprise,4,2021,Hybrid,39.2,4.28,19,41.770904046927654,0.327,91,6.36,47.85,5,62.8,25.9,30,32,22,69,62,72,12,68,1.32,71
52988,UAE,Data Scientist,MLOps,Lead,18,156786,29155,PhD,Tech,Enterprise,6,2024,Hybrid,40.2,4.45,27,62.865502759587486,0.102,68,5.64,97.33,9,79.46,36.7,27,21,6,79,67,81,35,76,1.35,83
52989,Germany,Machine Learning Engineer,Generative AI,Entry,0,69599,8211,Bachelor,Finance,Startup,7,2024,Hybrid,41.3,3.97,9,74.34623284562588,0.419,100,0.45,83.26,11,78.5,29.6,21,56,68,50,57,60,49,81,1.58,55
52990,India,Machine Learning Engineer,Analytics,Entry,1,29026,5265,Diploma,Consulting,Large,6,2022,Onsite,49.7,4.63,28,52.586853064710716,0.406,80,8.56,45.01,11,86.06,14.7,11,12,45,57,79,61,12,20,0.57,59
52991,Singapore,Machine Learning Engineer,Generative AI,Lead,14,157484,17830,Bootcamp,Tech,Startup,3,2022,Hybrid,42.4,3.27,16,64.0468668910249,0.058,57,8.54,90.17,4,77.09,40.8,14,54,27,77,58,72,81,42,1.62,80
52992,UK,Research Scientist,Generative AI,Entry,0,73823,12196,Bootcamp,Telecom,Medium,6,2024,Hybrid,48.9,4.59,24,71.65288800074993,0.433,54,4.19,78.33,13,90.17,39.8,18,22,100,62,43,73,28,4,1.69,65
52993,Japan,Machine Learning Engineer,Generative AI,Senior,11,114984,19297,Master,Retail,Large,6,2022,Onsite,41.8,3.41,11,70.52834033425705,0.123,87,3.15,73.33,4,80.45,25.3,27,84,19,81,60,84,33,44,1.35,83
52994,Japan,Software Engineer AI,Computer Vision,Mid,2,75127,4291,PhD,Tech,Large,3,2024,Onsite,49.2,3.99,8,74.97367882527195,0.025,72,8.53,83.35,7,79.13,39.2,25,96,82,89,62,63,64,27,1.29,67
52995,Singapore,Software Engineer AI,LLM,Lead,12,153791,20061,Bootcamp,Retail,Medium,5,2026,Remote,50.4,4.0,6,48.00751955398175,0.09,90,3.56,93.4,10,82.74,26.2,26,81,1,82,65,67,73,86,1.45,74
52996,Singapore,Software Engineer AI,Reinforcement Learning,Senior,10,149472,15858,PhD,Healthcare,Enterprise,2,2024,Onsite,40.2,3.77,14,52.66190516082034,0.128,57,5.67,54.44,12,57.15,33.9,21,32,13,83,52,92,35,88,0.52,86
52997,UK,Machine Learning Engineer,Reinforcement Learning,Entry,1,59207,8511,Master,Education,Small,2,2020,Remote,48.0,4.57,24,60.28293618060115,0.443,94,1.54,71.74,6,85.08,20.9,21,45,54,60,59,65,46,30,2.35,73
52998,USA,AI Engineer,Reinforcement Learning,Entry,1,82446,7746,Master,Finance,Startup,7,2023,Onsite,54.4,4.1,18,79.81055882619532,0.406,47,4.02,45.66,3,61.92,34.9,25,16,17,55,42,38,36,21,0.73,65
52999,USA,AI Engineer,Forecasting,Mid,4,126383,20030,Bachelor,Tech,Enterprise,6,2023,Onsite,54.2,3.48,4,50.29253626623029,0.174,82,0.64,76.92,8,75.76,33.2,16,91,10,74,51,54,36,86,2.37,65
53000,Germany,Machine Learning Engineer,LLM,Mid,2,77258,12596,Bachelor,Automotive,Large,3,2020,Hybrid,38.7,4.33,15,63.97524612764013,0.183,90,1.42,58.46,13,93.16,28.8,15,93,52,74,52,73,24,54,0.73,70
53001,USA,Machine Learning Engineer,LLM,Mid,4,113242,19557,Diploma,Automotive,Small,5,2023,Remote,51.4,3.27,21,50.88364063152286,0.142,97,4.49,63.23,4,81.59,38.7,24,27,1,77,82,59,15,48,1.56,68
53002,Canada,Data Analyst,LLM,Mid,5,77916,14234,Master,Gaming,Small,2,2023,Remote,44.2,4.75,12,29.69170475452261,0.185,59,2.79,82.43,6,92.13,22.1,29,72,79,73,36,73,40,40,1.86,75
53003,UAE,Research Scientist,LLM,Entry,0,71647,11826,PhD,Tech,Small,3,2022,Remote,37.6,3.69,21,70.54893914608706,0.392,72,5.33,63.6,5,68.45,31.7,11,23,12,59,55,82,12,52,1.49,68
53004,Singapore,AI Engineer,Reinforcement Learning,Entry,1,89221,14667,PhD,Energy,Medium,7,2023,Hybrid,48.9,4.27,24,66.25022129452779,0.504,93,4.66,80.75,10,73.94,26.1,29,83,65,58,63,56,14,55,0.68,74
53005,Singapore,AI Engineer,Computer Vision,Mid,4,117313,15755,Diploma,Automotive,Enterprise,3,2020,Hybrid,39.1,3.89,5,29.175459193241814,0.225,69,7.81,75.44,10,76.51,24.6,20,81,78,69,61,87,29,2,1.88,80
53006,Canada,AI Engineer,Analytics,Mid,4,82649,18156,Diploma,Retail,Enterprise,3,2024,Onsite,53.6,4.48,24,64.29615674379812,0.172,53,5.21,62.5,9,92.39,27.4,14,10,94,81,53,59,28,59,1.63,65
53007,Germany,Research Scientist,Analytics,Lead,15,184784,22278,PhD,Consulting,Enterprise,7,2024,Onsite,36.5,4.28,11,52.29769263597838,0.088,73,5.62,55.36,8,90.43,37.1,11,3,12,83,55,85,18,30,0.53,93
53008,Germany,Data Scientist,LLM,Mid,4,71771,8539,PhD,Healthcare,Enterprise,4,2023,Onsite,49.6,4.15,21,58.58311211121502,0.189,74,8.59,82.27,14,62.94,25.9,28,26,28,82,68,59,12,39,1.25,78
53009,Canada,Computer Vision Engineer,Generative AI,Mid,3,80657,7863,Bootcamp,Healthcare,Enterprise,6,2026,Remote,41.9,3.4,29,64.10580207428704,0.206,83,4.16,65.89,3,86.27,32.3,13,74,61,70,62,86,49,23,0.86,79
53010,Canada,AI Engineer,Forecasting,Senior,8,106587,18561,Bootcamp,Education,Large,2,2024,Hybrid,46.3,3.31,27,68.40381388166782,0.106,46,6.13,47.57,4,79.26,21.8,21,88,17,77,50,71,34,35,0.88,74
53011,Netherlands,Research Scientist,Computer Vision,Mid,2,83645,17745,Diploma,Retail,Small,2,2020,Hybrid,46.1,3.6,13,70.90286170984413,0.172,85,5.73,60.49,10,73.93,23.3,17,6,40,92,65,68,25,46,1.83,74
53012,UAE,Machine Learning Engineer,Generative AI,Entry,1,67390,8526,Bootcamp,Gaming,Small,6,2020,Onsite,38.3,3.95,1,41.41645804590407,0.322,100,8.96,97.0,14,57.35,23.7,11,19,64,65,81,84,58,75,1.37,78
